== 2024-02-26 16:10:33.257856 == | ================启动Log================
== 2024-02-26 21:27:03.060994 writeLog== | k线完结,{'e': 'kline', 'E': 1708954023000, 's': 'AGLDUSDT', 'k': {'t': 1708953960000, 'T': 1708954019999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56518005, 'L': 56518021, 'o': '1.4506000', 'c': '1.4514000', 'h': '1.4515000', 'l': '1.4506000', 'v': '246', 'n': 17, 'x': True, 'q': '356.9503000', 'V': '183', 'Q': '265.5107000', 'B': '0'}}
== 2024-02-26 21:28:03.022275 writeLog== | k线完结,{'e': 'kline', 'E': 1708954083000, 's': 'AGLDUSDT', 'k': {'t': 1708954020000, 'T': 1708954079999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56518022, 'L': 56518043, 'o': '1.4510000', 'c': '1.4507000', 'h': '1.4511000', 'l': '1.4502000', 'v': '320', 'n': 22, 'x': True, 'q': '464.2527000', 'V': '173', 'Q': '250.9576000', 'B': '0'}}
== 2024-02-26 21:29:01.514261 writeLog== | k线完结,{'e': 'kline', 'E': 1708954141422, 's': 'AGLDUSDT', 'k': {'t': 1708954080000, 'T': 1708954139999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56518044, 'L': 56518061, 'o': '1.4508000', 'c': '1.4500000', 'h': '1.4508000', 'l': '1.4500000', 'v': '1347', 'n': 18, 'x': True, 'q': '1953.4348000', 'V': '25', 'Q': '36.2700000', 'B': '0'}}
== 2024-02-26 21:30:01.189334 writeLog== | k线完结,{'e': 'kline', 'E': 1708954201172, 's': 'AGLDUSDT', 'k': {'t': 1708954140000, 'T': 1708954199999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56518062, 'L': 56518075, 'o': '1.4498000', 'c': '1.4503000', 'h': '1.4503000', 'l': '1.4494000', 'v': '1664', 'n': 14, 'x': True, 'q': '2413.0483000', 'V': '1436', 'Q': '2082.4963000', 'B': '0'}}
== 2024-02-26 21:31:02.790249 writeLog== | k线完结,{'e': 'kline', 'E': 1708954262790, 's': 'AGLDUSDT', 'k': {'t': 1708954200000, 'T': 1708954259999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56518076, 'L': 56518111, 'o': '1.4504000', 'c': '1.4499000', 'h': '1.4506000', 'l': '1.4498000', 'v': '2490', 'n': 36, 'x': True, 'q': '3610.3417000', 'V': '179', 'Q': '259.5595000', 'B': '0'}}
== 2024-02-26 21:32:03.145688 writeLog== | k线完结,{'e': 'kline', 'E': 1708954322190, 's': 'AGLDUSDT', 'k': {'t': 1708954260000, 'T': 1708954319999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56518112, 'L': 56518172, 'o': '1.4500000', 'c': '1.4510000', 'h': '1.4514000', 'l': '1.4500000', 'v': '2424', 'n': 61, 'x': True, 'q': '3515.9892000', 'V': '2285', 'Q': '3314.3239000', 'B': '0'}}
== 2024-02-26 21:33:03.005612 writeLog== | k线完结,{'e': 'kline', 'E': 1708954383000, 's': 'AGLDUSDT', 'k': {'t': 1708954320000, 'T': 1708954379999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56518173, 'L': 56518196, 'o': '1.4505000', 'c': '1.4513000', 'h': '1.4517000', 'l': '1.4505000', 'v': '787', 'n': 24, 'x': True, 'q': '1141.9575000', 'V': '787', 'Q': '1141.9575000', 'B': '0'}}
== 2024-02-26 21:34:00.574258 writeLog== | k线完结,{'e': 'kline', 'E': 1708954440546, 's': 'AGLDUSDT', 'k': {'t': 1708954380000, 'T': 1708954439999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56518197, 'L': 56518237, 'o': '1.4515000', 'c': '1.4510000', 'h': '1.4518000', 'l': '1.4508000', 'v': '645', 'n': 41, 'x': True, 'q': '936.1992000', 'V': '193', 'Q': '280.0757000', 'B': '0'}}
== 2024-02-26 21:34:11.865799 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1708954451865, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-26 21:35:03.046626 writeLog== | k线完结,{'e': 'kline', 'E': 1708954503001, 's': 'AGLDUSDT', 'k': {'t': 1708954440000, 'T': 1708954499999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56518238, 'L': 56518300, 'o': '1.4508000', 'c': '1.4520000', 'h': '1.4520000', 'l': '1.4508000', 'v': '2288', 'n': 63, 'x': True, 'q': '3321.4725000', 'V': '2274', 'Q': '3301.1613000', 'B': '0'}}
== 2024-02-26 21:35:17.764171 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1708954517763, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-26 21:36:01.120524 writeLog== | k线完结,{'e': 'kline', 'E': 1708954561129, 's': 'AGLDUSDT', 'k': {'t': 1708954500000, 'T': 1708954559999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56518301, 'L': 56518472, 'o': '1.4512000', 'c': '1.4544000', 'h': '1.4561000', 'l': '1.4512000', 'v': '11330', 'n': 172, 'x': True, 'q': '16465.8211000', 'V': '9848', 'Q': '14308.6034000', 'B': '0'}}
== 2024-02-26 21:37:03.018239 writeLog== | k线完结,{'e': 'kline', 'E': 1708954623001, 's': 'AGLDUSDT', 'k': {'t': 1708954560000, 'T': 1708954619999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56518473, 'L': 56518511, 'o': '1.4539000', 'c': '1.4547000', 'h': '1.4548000', 'l': '1.4538000', 'v': '770', 'n': 39, 'x': True, 'q': '1119.5773000', 'V': '243', 'Q': '353.3595000', 'B': '0'}}
== 2024-02-26 21:37:19.567656 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1708954639567, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-26 21:38:02.988397 writeLog== | k线完结,{'e': 'kline', 'E': 1708954683000, 's': 'AGLDUSDT', 'k': {'t': 1708954620000, 'T': 1708954679999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56518512, 'L': 56518543, 'o': '1.4544000', 'c': '1.4542000', 'h': '1.4544000', 'l': '1.4538000', 'v': '375', 'n': 32, 'x': True, 'q': '545.2934000', 'V': '236', 'Q': '343.1599000', 'B': '0'}}
== 2024-02-26 21:39:01.035345 writeLog== | k线完结,{'e': 'kline', 'E': 1708954741054, 's': 'AGLDUSDT', 'k': {'t': 1708954680000, 'T': 1708954739999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56518544, 'L': 56518565, 'o': '1.4542000', 'c': '1.4531000', 'h': '1.4548000', 'l': '1.4531000', 'v': '286', 'n': 22, 'x': True, 'q': '415.9314000', 'V': '201', 'Q': '292.3482000', 'B': '0'}}
== 2024-02-26 21:39:21.246800 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1708954761246, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-26 21:40:03.038756 writeLog== | k线完结,{'e': 'kline', 'E': 1708954803000, 's': 'AGLDUSDT', 'k': {'t': 1708954740000, 'T': 1708954799999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56518566, 'L': 56518570, 'o': '1.4529000', 'c': '1.4523000', 'h': '1.4529000', 'l': '1.4523000', 'v': '109', 'n': 5, 'x': True, 'q': '158.3105000', 'V': '0', 'Q': '0', 'B': '0'}}
== 2024-02-26 21:40:23.650288 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1708954823649, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-26 21:41:02.993247 writeLog== | k线完结,{'e': 'kline', 'E': 1708954863001, 's': 'AGLDUSDT', 'k': {'t': 1708954800000, 'T': 1708954859999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56518571, 'L': 56518719, 'o': '1.4518000', 'c': '1.4502000', 'h': '1.4519000', 'l': '1.4480000', 'v': '8942', 'n': 149, 'x': True, 'q': '12960.3097000', 'V': '953', 'Q': '1382.0740000', 'B': '0'}}
== 2024-02-26 21:42:03.041204 writeLog== | k线完结,{'e': 'kline', 'E': 1708954923001, 's': 'AGLDUSDT', 'k': {'t': 1708954860000, 'T': 1708954919999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56518720, 'L': 56518798, 'o': '1.4499000', 'c': '1.4501000', 'h': '1.4506000', 'l': '1.4492000', 'v': '1408', 'n': 79, 'x': True, 'q': '2041.3746000', 'V': '724', 'Q': '1049.8733000', 'B': '0'}}
== 2024-02-26 21:43:03.042889 writeLog== | k线完结,{'e': 'kline', 'E': 1708954983001, 's': 'AGLDUSDT', 'k': {'t': 1708954920000, 'T': 1708954979999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56518799, 'L': 56518922, 'o': '1.4499000', 'c': '1.4499000', 'h': '1.4502000', 'l': '1.4486000', 'v': '3261', 'n': 124, 'x': True, 'q': '4726.4638000', 'V': '1810', 'Q': '2623.5224000', 'B': '0'}}
== 2024-02-26 21:44:02.982186 writeLog== | k线完结,{'e': 'kline', 'E': 1708955043001, 's': 'AGLDUSDT', 'k': {'t': 1708954980000, 'T': 1708955039999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56518923, 'L': 56519032, 'o': '1.4494000', 'c': '1.4470000', 'h': '1.4497000', 'l': '1.4458000', 'v': '12733', 'n': 110, 'x': True, 'q': '18447.2043000', 'V': '2074', 'Q': '3001.0179000', 'B': '0'}}
== 2024-02-26 21:45:01.248478 writeLog== | k线完结,{'e': 'kline', 'E': 1708955101220, 's': 'AGLDUSDT', 'k': {'t': 1708955040000, 'T': 1708955099999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56519033, 'L': 56519144, 'o': '1.4468000', 'c': '1.4432000', 'h': '1.4468000', 'l': '1.4417000', 'v': '5329', 'n': 112, 'x': True, 'q': '7690.7613000', 'V': '284', 'Q': '410.2439000', 'B': '0'}}
== 2024-02-26 21:46:00.541030 writeLog== | k线完结,{'e': 'kline', 'E': 1708955160458, 's': 'AGLDUSDT', 'k': {'t': 1708955100000, 'T': 1708955159999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56519145, 'L': 56519245, 'o': '1.4436000', 'c': '1.4452000', 'h': '1.4452000', 'l': '1.4433000', 'v': '2978', 'n': 101, 'x': True, 'q': '4301.2851000', 'V': '2132', 'Q': '3079.4013000', 'B': '0'}}
== 2024-02-26 21:47:03.009602 writeLog== | k线完结,{'e': 'kline', 'E': 1708955223000, 's': 'AGLDUSDT', 'k': {'t': 1708955160000, 'T': 1708955219999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56519246, 'L': 56519405, 'o': '1.4454000', 'c': '1.4430000', 'h': '1.4454000', 'l': '1.4420000', 'v': '5944', 'n': 160, 'x': True, 'q': '8581.5540000', 'V': '3051', 'Q': '4404.9727000', 'B': '0'}}
== 2024-02-26 21:47:36.286635 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1708955256286, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-26 21:48:00.179826 writeLog== | k线完结,{'e': 'kline', 'E': 1708955280154, 's': 'AGLDUSDT', 'k': {'t': 1708955220000, 'T': 1708955279999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56519406, 'L': 56519462, 'o': '1.4441000', 'c': '1.4427000', 'h': '1.4441000', 'l': '1.4426000', 'v': '2682', 'n': 57, 'x': True, 'q': '3871.5721000', 'V': '2420', 'Q': '3493.4182000', 'B': '0'}}
== 2024-02-26 21:49:01.507996 writeLog== | k线完结,{'e': 'kline', 'E': 1708955341468, 's': 'AGLDUSDT', 'k': {'t': 1708955280000, 'T': 1708955339999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56519463, 'L': 56519496, 'o': '1.4427000', 'c': '1.4418000', 'h': '1.4427000', 'l': '1.4410000', 'v': '1965', 'n': 34, 'x': True, 'q': '2832.5993000', 'V': '403', 'Q': '580.8537000', 'B': '0'}}
== 2024-02-26 21:50:02.452672 writeLog== | k线完结,{'e': 'kline', 'E': 1708955402421, 's': 'AGLDUSDT', 'k': {'t': 1708955340000, 'T': 1708955399999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56519497, 'L': 56519540, 'o': '1.4417000', 'c': '1.4399000', 'h': '1.4418000', 'l': '1.4398000', 'v': '1509', 'n': 44, 'x': True, 'q': '2173.8540000', 'V': '106', 'Q': '152.7227000', 'B': '0'}}
== 2024-02-26 21:51:01.296187 writeLog== | k线完结,{'e': 'kline', 'E': 1708955461281, 's': 'AGLDUSDT', 'k': {'t': 1708955400000, 'T': 1708955459999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56519541, 'L': 56519752, 'o': '1.4404000', 'c': '1.4390000', 'h': '1.4404000', 'l': '1.4359000', 'v': '14072', 'n': 212, 'x': True, 'q': '20225.0313000', 'V': '3897', 'Q': '5606.0017000', 'B': '0'}}
== 2024-02-26 21:51:42.601960 writeLog== | 全撤:{'status': 'failed', 'data': {'ts': 1708955502601, 'code': -1, 'info': {'code': '40009', 'msg': 'sign签名错误', 'requestTime': 1708955502638, 'data': None}}, 'extra': None}
== 2024-02-26 21:52:00.386905 writeLog== | k线完结,{'e': 'kline', 'E': 1708955520303, 's': 'AGLDUSDT', 'k': {'t': 1708955460000, 'T': 1708955519999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56519753, 'L': 56519835, 'o': '1.4396000', 'c': '1.4430000', 'h': '1.4435000', 'l': '1.4396000', 'v': '1829', 'n': 83, 'x': True, 'q': '2636.9271000', 'V': '1011', 'Q': '1457.1932000', 'B': '0'}}
== 2024-02-26 21:53:03.008162 writeLog== | k线完结,{'e': 'kline', 'E': 1708955583000, 's': 'AGLDUSDT', 'k': {'t': 1708955520000, 'T': 1708955579999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56519836, 'L': 56519894, 'o': '1.4430000', 'c': '1.4437000', 'h': '1.4452000', 'l': '1.4430000', 'v': '1555', 'n': 59, 'x': True, 'q': '2245.8452000', 'V': '954', 'Q': '1377.8527000', 'B': '0'}}
== 2024-02-26 21:54:00.670224 writeLog== | k线完结,{'e': 'kline', 'E': 1708955640649, 's': 'AGLDUSDT', 'k': {'t': 1708955580000, 'T': 1708955639999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56519895, 'L': 56519929, 'o': '1.4437000', 'c': '1.4443000', 'h': '1.4455000', 'l': '1.4437000', 'v': '819', 'n': 35, 'x': True, 'q': '1183.1756000', 'V': '438', 'Q': '632.7162000', 'B': '0'}}
== 2024-02-26 21:55:02.402548 writeLog== | k线完结,{'e': 'kline', 'E': 1708955702299, 's': 'AGLDUSDT', 'k': {'t': 1708955640000, 'T': 1708955699999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56519930, 'L': 56519987, 'o': '1.4445000', 'c': '1.4449000', 'h': '1.4450000', 'l': '1.4430000', 'v': '1717', 'n': 58, 'x': True, 'q': '2479.3348000', 'V': '804', 'Q': '1161.2795000', 'B': '0'}}
== 2024-02-26 21:56:03.026845 writeLog== | k线完结,{'e': 'kline', 'E': 1708955763001, 's': 'AGLDUSDT', 'k': {'t': 1708955700000, 'T': 1708955759999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56519988, 'L': 56520023, 'o': '1.4445000', 'c': '1.4448000', 'h': '1.4452000', 'l': '1.4436000', 'v': '979', 'n': 36, 'x': True, 'q': '1414.4109000', 'V': '491', 'Q': '709.4847000', 'B': '0'}}
== 2024-02-26 21:57:02.278201 writeLog== | k线完结,{'e': 'kline', 'E': 1708955822251, 's': 'AGLDUSDT', 'k': {'t': 1708955760000, 'T': 1708955819999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56520024, 'L': 56520107, 'o': '1.4449000', 'c': '1.4457000', 'h': '1.4457000', 'l': '1.4436000', 'v': '2831', 'n': 84, 'x': True, 'q': '4090.1516000', 'V': '1863', 'Q': '2691.6440000', 'B': '0'}}
== 2024-02-26 21:58:02.534936 writeLog== | k线完结,{'e': 'kline', 'E': 1708955882522, 's': 'AGLDUSDT', 'k': {'t': 1708955820000, 'T': 1708955879999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56520108, 'L': 56520146, 'o': '1.4456000', 'c': '1.4447000', 'h': '1.4459000', 'l': '1.4447000', 'v': '769', 'n': 39, 'x': True, 'q': '1111.5996000', 'V': '471', 'Q': '680.8809000', 'B': '0'}}
== 2024-02-26 21:59:02.992084 writeLog== | k线完结,{'e': 'kline', 'E': 1708955943000, 's': 'AGLDUSDT', 'k': {'t': 1708955880000, 'T': 1708955939999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56520147, 'L': 56520189, 'o': '1.4447000', 'c': '1.4435000', 'h': '1.4447000', 'l': '1.4431000', 'v': '1417', 'n': 43, 'x': True, 'q': '2045.9016000', 'V': '919', 'Q': '1326.9520000', 'B': '0'}}
== 2024-02-26 22:00:00.381134 writeLog== | k线完结,{'e': 'kline', 'E': 1708956000257, 's': 'AGLDUSDT', 'k': {'t': 1708955940000, 'T': 1708955999999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56520190, 'L': 56520221, 'o': '1.4437000', 'c': '1.4434000', 'h': '1.4439000', 'l': '1.4429000', 'v': '978', 'n': 32, 'x': True, 'q': '1411.6963000', 'V': '156', 'Q': '225.1869000', 'B': '0'}}
== 2024-02-26 22:01:02.391397 writeLog== | k线完结,{'e': 'kline', 'E': 1708956062340, 's': 'AGLDUSDT', 'k': {'t': 1708956000000, 'T': 1708956059999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56520222, 'L': 56520369, 'o': '1.4433000', 'c': '1.4437000', 'h': '1.4442000', 'l': '1.4415000', 'v': '5018', 'n': 148, 'x': True, 'q': '7239.5195000', 'V': '2081', 'Q': '3002.7376000', 'B': '0'}}
== 2024-02-26 22:02:00.872325 writeLog== | k线完结,{'e': 'kline', 'E': 1708956120281, 's': 'AGLDUSDT', 'k': {'t': 1708956060000, 'T': 1708956119999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56520370, 'L': 56520455, 'o': '1.4434000', 'c': '1.4409000', 'h': '1.4434000', 'l': '1.4401000', 'v': '1606', 'n': 86, 'x': True, 'q': '2315.3467000', 'V': '836', 'Q': '1204.7782000', 'B': '0'}}
== 2024-02-26 22:03:01.070162 writeLog== | k线完结,{'e': 'kline', 'E': 1708956181029, 's': 'AGLDUSDT', 'k': {'t': 1708956120000, 'T': 1708956179999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56520456, 'L': 56520506, 'o': '1.4414000', 'c': '1.4445000', 'h': '1.4446000', 'l': '1.4414000', 'v': '1005', 'n': 51, 'x': True, 'q': '1450.3988000', 'V': '500', 'Q': '721.8351000', 'B': '0'}}
== 2024-02-26 22:04:02.282125 writeLog== | k线完结,{'e': 'kline', 'E': 1708956242264, 's': 'AGLDUSDT', 'k': {'t': 1708956180000, 'T': 1708956239999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56520507, 'L': 56520570, 'o': '1.4442000', 'c': '1.4445000', 'h': '1.4451000', 'l': '1.4428000', 'v': '1125', 'n': 64, 'x': True, 'q': '1624.8183000', 'V': '232', 'Q': '335.1483000', 'B': '0'}}
== 2024-02-26 22:05:02.004932 writeLog== | k线完结,{'e': 'kline', 'E': 1708956300800, 's': 'AGLDUSDT', 'k': {'t': 1708956240000, 'T': 1708956299999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56520571, 'L': 56520620, 'o': '1.4446000', 'c': '1.4429000', 'h': '1.4446000', 'l': '1.4428000', 'v': '2045', 'n': 50, 'x': True, 'q': '2952.3657000', 'V': '205', 'Q': '295.8634000', 'B': '0'}}
== 2024-02-26 22:06:01.066056 writeLog== | k线完结,{'e': 'kline', 'E': 1708956361038, 's': 'AGLDUSDT', 'k': {'t': 1708956300000, 'T': 1708956359999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56520621, 'L': 56520722, 'o': '1.4430000', 'c': '1.4420000', 'h': '1.4437000', 'l': '1.4419000', 'v': '3609', 'n': 102, 'x': True, 'q': '5206.4067000', 'V': '1621', 'Q': '2338.8281000', 'B': '0'}}
== 2024-02-26 22:06:54.857201 writeLog== | 全撤:{'status': 'failed', 'data': {'ts': 1708956414854, 'code': -1, 'info': {'code': '40009', 'msg': 'sign签名错误', 'requestTime': 1708956414897, 'data': None}}, 'extra': None}
== 2024-02-26 22:07:02.994355 writeLog== | k线完结,{'e': 'kline', 'E': 1708956423000, 's': 'AGLDUSDT', 'k': {'t': 1708956360000, 'T': 1708956419999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56520723, 'L': 56520786, 'o': '1.4421000', 'c': '1.4432000', 'h': '1.4438000', 'l': '1.4421000', 'v': '3856', 'n': 64, 'x': True, 'q': '5564.3921000', 'V': '3153', 'Q': '4549.7426000', 'B': '0'}}
== 2024-02-26 22:08:03.000303 writeLog== | k线完结,{'e': 'kline', 'E': 1708956483000, 's': 'AGLDUSDT', 'k': {'t': 1708956420000, 'T': 1708956479999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56520787, 'L': 56520827, 'o': '1.4432000', 'c': '1.4415000', 'h': '1.4432000', 'l': '1.4415000', 'v': '1892', 'n': 41, 'x': True, 'q': '2729.3902000', 'V': '586', 'Q': '845.2251000', 'B': '0'}}
== 2024-02-26 22:09:02.552317 writeLog== | k线完结,{'e': 'kline', 'E': 1708956542506, 's': 'AGLDUSDT', 'k': {'t': 1708956480000, 'T': 1708956539999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56520828, 'L': 56520952, 'o': '1.4416000', 'c': '1.4415000', 'h': '1.4424000', 'l': '1.4401000', 'v': '4542', 'n': 125, 'x': True, 'q': '6546.7734000', 'V': '2056', 'Q': '2964.0529000', 'B': '0'}}
== 2024-02-26 22:10:00.690296 writeLog== | k线完结,{'e': 'kline', 'E': 1708956600595, 's': 'AGLDUSDT', 'k': {'t': 1708956540000, 'T': 1708956599999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56520953, 'L': 56520970, 'o': '1.4413000', 'c': '1.4431000', 'h': '1.4431000', 'l': '1.4413000', 'v': '1284', 'n': 18, 'x': True, 'q': '1851.0973000', 'V': '1284', 'Q': '1851.0973000', 'B': '0'}}
== 2024-02-26 22:11:00.354957 writeLog== | k线完结,{'e': 'kline', 'E': 1708956660343, 's': 'AGLDUSDT', 'k': {'t': 1708956600000, 'T': 1708956659999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56520971, 'L': 56521003, 'o': '1.4428000', 'c': '1.4415000', 'h': '1.4428000', 'l': '1.4415000', 'v': '2468', 'n': 33, 'x': True, 'q': '3559.1621000', 'V': '1608', 'Q': '2318.9165000', 'B': '0'}}
== 2024-02-26 22:12:00.775628 writeLog== | k线完结,{'e': 'kline', 'E': 1708956720682, 's': 'AGLDUSDT', 'k': {'t': 1708956660000, 'T': 1708956719999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56521004, 'L': 56521055, 'o': '1.4412000', 'c': '1.4419000', 'h': '1.4419000', 'l': '1.4409000', 'v': '2012', 'n': 52, 'x': True, 'q': '2900.0818000', 'V': '1498', 'Q': '2159.3160000', 'B': '0'}}
== 2024-02-26 22:13:03.005478 writeLog== | k线完结,{'e': 'kline', 'E': 1708956783000, 's': 'AGLDUSDT', 'k': {'t': 1708956720000, 'T': 1708956779999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56521056, 'L': 56521076, 'o': '1.4418000', 'c': '1.4417000', 'h': '1.4425000', 'l': '1.4417000', 'v': '723', 'n': 21, 'x': True, 'q': '1042.5061000', 'V': '170', 'Q': '245.1234000', 'B': '0'}}
== 2024-02-26 22:14:02.432981 writeLog== | k线完结,{'e': 'kline', 'E': 1708956842416, 's': 'AGLDUSDT', 'k': {'t': 1708956780000, 'T': 1708956839999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56521077, 'L': 56521096, 'o': '1.4417000', 'c': '1.4428000', 'h': '1.4429000', 'l': '1.4417000', 'v': '291', 'n': 20, 'x': True, 'q': '419.7213000', 'V': '156', 'Q': '224.9688000', 'B': '0'}}
== 2024-02-26 22:14:58.896959 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1708956898896, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-26 22:15:02.795813 writeLog== | k线完结,{'e': 'kline', 'E': 1708956902802, 's': 'AGLDUSDT', 'k': {'t': 1708956840000, 'T': 1708956899999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56521097, 'L': 56521106, 'o': '1.4427000', 'c': '1.4426000', 'h': '1.4427000', 'l': '1.4425000', 'v': '168', 'n': 10, 'x': True, 'q': '242.3655000', 'V': '48', 'Q': '69.2448000', 'B': '0'}}
== 2024-02-26 22:16:01.130971 writeLog== | k线完结,{'e': 'kline', 'E': 1708956961033, 's': 'AGLDUSDT', 'k': {'t': 1708956900000, 'T': 1708956959999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56521107, 'L': 56521211, 'o': '1.4426000', 'c': '1.4420000', 'h': '1.4428000', 'l': '1.4404000', 'v': '4834', 'n': 105, 'x': True, 'q': '6968.1770000', 'V': '360', 'Q': '519.1779000', 'B': '0'}}
== 2024-02-26 22:17:01.803748 writeLog== | k线完结,{'e': 'kline', 'E': 1708957021773, 's': 'AGLDUSDT', 'k': {'t': 1708956960000, 'T': 1708957019999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56521212, 'L': 56521310, 'o': '1.4418000', 'c': '1.4428000', 'h': '1.4432000', 'l': '1.4411000', 'v': '6624', 'n': 99, 'x': True, 'q': '9551.5204000', 'V': '1388', 'Q': '2002.5927000', 'B': '0'}}
== 2024-02-26 22:18:03.072247 writeLog== | k线完结,{'e': 'kline', 'E': 1708957083001, 's': 'AGLDUSDT', 'k': {'t': 1708957020000, 'T': 1708957079999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56521311, 'L': 56521353, 'o': '1.4430000', 'c': '1.4428000', 'h': '1.4441000', 'l': '1.4428000', 'v': '1595', 'n': 43, 'x': True, 'q': '2302.2582000', 'V': '237', 'Q': '342.1091000', 'B': '0'}}
== 2024-02-26 22:19:03.028687 writeLog== | k线完结,{'e': 'kline', 'E': 1708957143000, 's': 'AGLDUSDT', 'k': {'t': 1708957080000, 'T': 1708957139999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56521354, 'L': 56521393, 'o': '1.4426000', 'c': '1.4438000', 'h': '1.4439000', 'l': '1.4424000', 'v': '1723', 'n': 40, 'x': True, 'q': '2486.2199000', 'V': '1582', 'Q': '2282.8050000', 'B': '0'}}
== 2024-02-26 22:20:03.000978 writeLog== | k线完结,{'e': 'kline', 'E': 1708957203000, 's': 'AGLDUSDT', 'k': {'t': 1708957140000, 'T': 1708957199999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56521394, 'L': 56521485, 'o': '1.4440000', 'c': '1.4455000', 'h': '1.4455000', 'l': '1.4435000', 'v': '3869', 'n': 92, 'x': True, 'q': '5588.8156000', 'V': '3457', 'Q': '4994.0276000', 'B': '0'}}
== 2024-02-26 22:21:00.362701 writeLog== | k线完结,{'e': 'kline', 'E': 1708957260308, 's': 'AGLDUSDT', 'k': {'t': 1708957200000, 'T': 1708957259999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56521486, 'L': 56521538, 'o': '1.4446000', 'c': '1.4449000', 'h': '1.4449000', 'l': '1.4431000', 'v': '1337', 'n': 53, 'x': True, 'q': '1930.2400000', 'V': '748', 'Q': '1079.8690000', 'B': '0'}}
== 2024-02-26 22:22:03.087583 writeLog== | k线完结,{'e': 'kline', 'E': 1708957323000, 's': 'AGLDUSDT', 'k': {'t': 1708957260000, 'T': 1708957319999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56521539, 'L': 56521558, 'o': '1.4449000', 'c': '1.4431000', 'h': '1.4449000', 'l': '1.4427000', 'v': '648', 'n': 20, 'x': True, 'q': '935.5154000', 'V': '20', 'Q': '28.8872000', 'B': '0'}}
